name,city,cuisines,cost,online_delivery,rating,votes,value_score
Martin's BBQ,Macon,BBQ,25,No,4.2,288,168.0
Thai Pepper,Macon,"Japanese, Sushi, Thai",10,No,4.0,232,400.0
Zen Japanese Steakhouse and Sushi Bar,Macon,"Japanese, Steak, Sushi",40,No,4.1,314,102.5
Star Buffet,Mayfield,Asian,20,No,2.9,11,145.0
Triangle Restaurant,Mc Millan,"Breakfast, Burger",10,No,2.4,17,240.0
Three Anchors,Middleton Beach,"Bar Food, Modern Australian",30,No,3.8,176,126.66666666666664
Vince's Restaurant & Pizzeria,Monroe,"Italian, Pizza",25,No,3.6,65,144.00000000000003
Poets Cafe,Montville,"Coffee and Tea, Modern Australian",30,No,2.4,193,80.0
The Artesian Restaurant,Ojo Caliente,"American, International, Southwestern",40,No,3.6,30,90.0
Ceví_che Tapas Bar & Restaurant,Orlando,"Spanish, Tapas",40,No,4.4,981,110.00000000000001
'Ohana,Orlando,Hawaiian,45,No,4.5,1151,100.0
Earl of Sandwich,Orlando,"American, Sandwich, Salad",35,No,4.7,1341,134.28571428571428
Raglan Road Irish Pub and Restaurant,Orlando,Irish,50,No,4.3,782,86.0
Cafí© Tu Tu Tango,Orlando,"New American, Tapas",40,No,4.6,1293,114.99999999999999
Texas de Brazil,Orlando,"Brazilian, Steak",100,No,4.6,2324,46.0
Bahama Breeze Island Grille,Orlando,Caribbean,45,No,4.3,910,95.55555555555554
Maggiano's Little Italy,Orlando,Italian,50,No,4.4,886,88.00000000000001
Hawkers Asian Street Fare,Orlando,"Asian, Thai",35,No,4.6,1293,131.42857142857142
Tako Cheena by Pom Pom,Orlando,"Asian, Latin American, Vegetarian",10,No,4.4,570,440.00000000000006
Seasons 52 Fresh Grill,Orlando,American,60,No,4.4,1685,73.33333333333333
Hollerbach's Willow Tree Cafí©,Orlando,German,40,No,4.8,1699,120.0
Pom Pom's Teahouse and Sandwicheria,Orlando,"American, Sandwich, Tea",25,No,4.9,1457,196.0
Yellow Dog Eats,Orlando,"American, BBQ, Sandwich",35,No,4.9,1252,140.0
Tibby's New Orleans Kitchen,Orlando,Cajun,25,No,4.7,1412,188.0
The Coop,Orlando,"Southern, Cajun, Soul Food",25,No,3.6,432,144.00000000000003
Bosphorous Turkish Cuisine,Orlando,"Mediterranean, Turkish",40,No,4.2,568,105.00000000000001
Ethos Vegan Kitchen,Orlando,"American, Breakfast, Vegetarian",25,No,4.4,797,176.00000000000003
The Ravenous Pig,Orlando,Pub Food,40,No,4.4,1998,110.00000000000001
Vivo Bar and Grill,Palm Cove,"Mediterranean, Seafood",30,No,4.4,381,146.66666666666666
Pier 70,Paynesville,Modern Australian,120,No,2.6,16,21.666666666666668
DiVine,Penola,"Cafe, Coffee and Tea, Sandwich",20,No,3.4,19,169.99999999999997
Cactus Flower Cafe Navarre,Pensacola,"Mexican, Southwestern, Tex-Mex",25,No,4.2,635,168.0
McGuire's Irish Pub & Brewery,Pensacola,"Burger, Bar Food, Steak",40,No,4.9,2238,122.50000000000001
New Yorker Deli & Pizzeria,Pensacola,"Italian, Pizza, Sandwich",10,No,4.6,792,459.99999999999994
Tu-Do Vietnamese Restaurant,Pensacola,"Asian, Vietnamese",10,No,4.5,828,450.0
Carrabba's Italian Grill,Pensacola,"Italian, Pizza, Seafood",40,No,3.7,292,92.5
Jaco's Bayfront Bar and Grille,Pensacola,Tapas,25,No,3.9,502,156.0
The Tin Cow,Pensacola,"Burger, Bar Food",25,No,3.7,559,148.00000000000003
Cactus Flower Cafe,Pensacola,"Latin American, Mexican, Southwestern",25,No,4.2,1268,168.0
Dharma Blue,Pensacola,"Seafood, Sushi",40,No,4.1,669,102.5
Global Grill,Pensacola,"European, International, Tapas",40,No,4.4,900,110.00000000000001
Ichiban,Pensacola,"Japanese, Sushi",25,No,4.3,765,172.0
The Fish House,Pensacola,"American, Seafood, Sushi",40,No,4.0,1270,100.0
Tuscan Oven,Pensacola,"Italian, Mediterranean, Pizza",25,No,4.1,502,163.99999999999997
Flounders Chowder House,Pensacola,Seafood,40,No,3.9,724,97.5
Hemingway's Island Grill,Pensacola,"Caribbean, Seafood, Steak",40,No,3.5,479,87.5
Native Cafe,Pensacola,"Breakfast, Burger",25,No,4.2,591,168.0
Peg Leg Pete's,Pensacola,"Burger, Sandwich, Seafood",40,No,4.4,1408,110.00000000000001
The Grand Marlin,Pensacola,"Caribbean, Seafood",40,No,4.3,905,107.5
Original Georgios Authentic Greek Food,Pensacola,Greek,10,No,4.7,816,470.00000000000006
Fisherman's Corner,Pensacola,"Sandwich, Seafood, Cajun",40,No,4.4,747,110.00000000000001
Mad Cowes Cafe,Phillip Island,"Breakfast, Coffee and Tea, Modern Australian",20,No,3.7,351,185.0
Rupes Burgers,Pocatello,"Burger, Fast Food",10,No,3.7,104,370.0
Texas Roadhouse,Pocatello,"American, BBQ, Steak",45,No,3.5,83,77.77777777777779
Riverwalk Cafe,Pocatello,"Asian, Thai",10,No,3.6,91,360.0
Buddy's Italian Restaurant,Pocatello,"Italian, Pizza, Sandwich",40,No,3.7,222,92.5
Butterburrs,Pocatello,"American, Breakfast",30,No,3.6,121,120.00000000000001
Chang Garden,Pocatello,Chinese,10,No,3.5,93,350.0
Fifth Street Bagelry,Pocatello,"Coffee and Tea, Sandwich",10,No,3.8,136,380.0
Goody's Deli,Pocatello,"Pizza, Sandwich",10,No,3.8,160,380.0
Grecian Key Restaurant,Pocatello,"American, Greek",25,No,3.7,152,148.00000000000003
Outer Limits Fun Zone,Pocatello,"Burger, Pizza, Sandwich",10,No,3.5,57,350.0
Portneuf Valley Brewing,Pocatello,"American, Pizza",25,No,3.7,191,148.00000000000003
Sandpiper Restaurant & Lounge,Pocatello,"American, Seafood, Steak",40,No,3.6,85,90.0
Sushi Family,Pocatello,"Asian, Sushi, Vegetarian",25,No,3.6,132,144.00000000000003
Taste of India Nepal,Pocatello,"Indian, International, Vegetarian",25,No,3.8,141,152.0
Thai Paradise,Pocatello,"Desserts, Thai",25,No,3.7,162,148.00000000000003
The Bridge,Pocatello,New American,40,No,3.6,144,90.0
El Herradero,Pocatello,Mexican,10,No,4.1,365,410.0
Barrett Junction Cafe,Potrero,"American, BBQ, Burger",25,No,3.3,9,132.0
Blue Point Grill,Princeton,Seafood,70,No,4.0,542,57.14285714285714
Giovanni's Shrimp Truck,Rest of Hawaii,Seafood,25,No,4.5,691,180.0
Kona Brewing Company,Rest of Hawaii,"American, Pizza, Bar Food",35,No,4.7,764,134.28571428571428
Coconuts Fish Cafe,Rest of Hawaii,Seafood,30,No,4.5,487,150.0
Kihei Caffe,Rest of Hawaii,"American, Hawaiian",10,No,4.5,695,450.0
Monkeypod Kitchen by Merriman,Rest of Hawaii,Burger,40,No,4.2,485,105.00000000000001
Sansei Seafood Restaurant & Sushi Bar,Rest of Hawaii,"Japanese, Seafood, Sushi",40,No,4.2,807,105.00000000000001
Star Noodle,Rest of Hawaii,Asian,10,No,4.6,723,459.99999999999994
Aloha Mixed Plate,Rest of Hawaii,"Asian, Breakfast, Hawaiian",10,No,4.2,874,420.00000000000006
Gazebo,Rest of Hawaii,"Breakfast, Burger",25,No,4.4,552,176.00000000000003
Hula Grill,Rest of Hawaii,"Hawaiian, Seafood, Steak",40,No,4.3,1056,107.5
Kimo's,Rest of Hawaii,"Hawaiian, Seafood, Steak",40,No,4.3,707,107.5
Mama's Fish House,Rest of Hawaii,"Hawaiian, Seafood",70,No,4.9,1343,70.0
Marukame Udon,Rest of Hawaii,Japanese,10,No,4.9,602,490.00000000000006
Yard House,Rest of Hawaii,"American, Asian, Burger",40,No,4.6,1078,114.99999999999999
Lulu's Waikiki,Rest of Hawaii,American,25,No,3.9,232,156.0
Duke's Waikiki,Rest of Hawaii,"Hawaiian, Seafood, Steak",70,No,4.4,1492,62.85714285714286
Eggs 'n Things,Rest of Hawaii,Breakfast,10,No,4.0,535,400.0
Roy's,Rest of Hawaii,"Asian, European, Seafood",70,No,4.2,531,60.00000000000001
Wailana Coffee House,Rest of Hawaii,"American, Breakfast, Hawaiian",25,No,4.2,694,168.0
The Lady & Sons,Savannah,Southern,40,No,3.3,1201,82.49999999999999
Green Truck Pub,Savannah,Burger,40,No,4.7,906,117.50000000000001
Leopold's Ice Cream,Savannah,"Desserts, Sandwich, Ice Cream",10,No,4.6,880,459.99999999999994
Mrs. Wilkes' Dining Room,Savannah,"American, Southern",40,No,4.5,1014,112.5
Zunzi's,Savannah,"International, Mediterranean, Sandwich",25,No,4.5,796,180.0
Moon River Brewing Company,Savannah,"American, Bar Food, Sandwich",25,No,3.7,747,148.00000000000003
Pirates' House Restaurant,Savannah,"American, Seafood, Steak",40,No,3.8,566,95.0
B. Matthew's Eatery,Savannah,"American, Breakfast",25,No,4.1,683,163.99999999999997
Crystal Beer Parlor,Savannah,"American, Bar Food",25,No,4.4,690,176.00000000000003
Goose Feathers Cafe and Bakery,Savannah,"Breakfast, Vegetarian",10,No,4.2,680,420.00000000000006
Henry's,Savannah,"American, Breakfast",10,No,4.1,287,410.0
Huey's On The River,Savannah,"Breakfast, Cajun",40,No,4.1,802,102.5
J. Christopher's,Savannah,"Breakfast, Diner, Sandwich",25,No,4.3,710,172.0
Lulu's Chocolate Bar,Savannah,"Coffee and Tea, Desserts",10,No,4.3,456,430.0
Rocks on the River,Savannah,"Pizza, Seafood, Steak",70,No,4.0,687,57.14285714285714
SOHO South Cafe,Savannah,"Cafe, Sandwich, Southern",25,No,4.3,719,172.0
The Olde Pink House,Savannah,"American, Seafood, Southern",70,No,4.4,1803,62.85714285714286
Vic's On The River,Savannah,American,70,No,4.1,558,58.57142857142857
The Crab Shack,Savannah,Seafood,40,No,3.8,883,95.0
Sky On 57,Singapore,"Chinese, Continental, Singaporean",300,No,3.4,34,11.333333333333332
Cut By Wolfgang Puck,Singapore,"American, Steak",270,No,4.0,33,14.814814814814815
Restaurant Andre,Singapore,"French, Mediterranean, European",500,No,3.8,33,7.6
Potato Head Folk,Singapore,American,80,No,3.1,34,38.75
Jaan,Singapore,French,430,No,3.8,35,8.837209302325581
Rhubarb Le Restaurant,Singapore,French,315,No,3.9,33,12.380952380952381
Al'frank Cookies,Singapore,Bakery,20,No,4.2,29,210.00000000000003
Fratini La Trattoria,Singapore,Italian,100,No,4.1,35,40.99999999999999
Boufe Boutique Cafe,Singapore,"Italian, French, Bakery, Cafe",50,No,3.2,29,64.0
The Refinery Singapore,Singapore,"American, Japanese, Singaporean",80,No,3.2,30,40.0
Chye Seng Huat Hardware,Singapore,Cafe,40,No,3.7,33,92.5
Makansutra Gluttons Bay,Singapore,"Singaporean, Chinese, Seafood, Malay, Indian",30,No,3.0,25,100.0
Colony,Singapore,"Asian, Continental, Seafood",220,No,3.8,30,17.272727272727273
Summer Pavilion,Singapore,"Chinese, Seafood, Cantonese, Dim Sum",300,No,3.9,34,13.0
The Lokal,Singapore,"Singaporean, Australian, German",60,No,3.1,33,51.666666666666664
I Am,Singapore,"Western, Fusion, Fast Food",60,No,3.2,32,53.333333333333336
Super Loco,Singapore,"American, Mexican",95,No,3.2,30,33.68421052631579
Artistry,Singapore,"American, Bakery, European, Burger, Fusion",50,No,3.8,28,76.0
Bitters & Love,Singapore,Finger Food,40,No,3.9,35,97.5
Artichoke Cafe,Singapore,"Cafe, Spanish, Turkish, Greek",75,No,3.2,33,42.66666666666667
Archie's Waeside,Sioux City,"Burger, Seafood, Steak",40,No,3.7,100,92.5
Bob Roe's Pizza,Sioux City,"American, Pizza, Bar Food",10,No,3.6,92,360.0
Da Kao Restaurant,Sioux City,"Asian, Vegetarian, Vietnamese",10,No,3.8,182,380.0
Famous Dave's,Sioux City,BBQ,10,No,3.6,76,360.0
Fuji Bay Japanese Restaurant,Sioux City,"Japanese, Sushi",40,No,3.7,129,92.5
HuHot Mongolian Grill,Sioux City,"Asian, Chinese",25,No,3.6,94,144.00000000000003
Hunan Palace,Sioux City,Chinese,25,No,3.8,129,152.0
Jerry's Pizza,Sioux City,Pizza,25,No,3.8,178,152.0
Jim's Burgers,Sioux City,Burger,10,No,3.7,97,370.0
Johnnie Mars,Sioux City,"American, Desserts, Diner",10,No,3.9,161,390.0
Miles Inn,Sioux City,American,10,No,3.7,122,370.0
Milwaukee Wiener House,Sioux City,"American, Fast Food",10,No,3.8,195,380.0
Minerva's Food & Cocktails,Sioux City,"American, Seafood, Steak",40,No,3.7,146,92.5
Monterrey Mexican Restaurant,Sioux City,Mexican,10,No,3.7,117,370.0
Rebos,Sioux City,"Caribbean, Mexican, Cajun",25,No,3.8,187,152.0
Tokyo Japanese Steakhouse & Sushi Bar,Sioux City,"Japanese, Steak, Sushi",40,No,3.9,239,97.5
Diamond Thai Cuisine,Sioux City,"Asian, Thai, Vegetarian",10,No,4.0,303,400.0
El Fredo Pizza,Sioux City,Pizza,40,No,4.0,280,100.0
Trattoria Fresco,Sioux City,Italian,25,No,4.0,271,160.0
Kahill's Steak-Fish Chophouse,Sioux City,"American, Seafood, Steak",70,No,3.5,58,50.0
Rumba Island Bar & Grill,Tampa Bay,"BBQ, Caribbean, Seafood",25,No,4.6,1321,184.0
Red Mesa Cantina,Tampa Bay,"Latin American, Mexican, Southwestern",25,No,4.6,1629,184.0
BellaBrava,Tampa Bay,"American, Italian, Seafood",25,No,4.1,921,163.99999999999997
Ceviche Tapas Bar & Restaurant,Tampa Bay,"Spanish, Tapas",25,No,4.1,986,163.99999999999997
The Moon Under Water,Tampa Bay,"British, Bar Food, Sandwich",25,No,4.1,1020,163.99999999999997
Bern's Steak House,Tampa Bay,"American, Desserts, Steak",70,No,4.7,3157,67.14285714285714
Boca Kitchen Bar Market,Tampa Bay,Breakfast,40,No,3.9,665,97.5
Edison: Food+Drink Lab,Tampa Bay,International,70,No,3.9,373,55.714285714285715
Ceviche Tapas Bar & Restaurant,Tampa Bay,"Breakfast, Spanish, Tapas",25,No,4.4,1007,176.00000000000003
Daily Eats,Tampa Bay,"American, Burger",25,No,4.4,803,176.00000000000003
Salt Rock Grill,Tampa Bay,"American, Seafood, Steak",40,No,4.2,1363,105.00000000000001
Mazzaro's Italian Market,Tampa Bay,"Italian, Deli",10,No,4.9,1424,490.00000000000006
Conch Republic Grill,Tampa Bay,"Sandwich, Seafood, Steak",40,No,4.5,844,112.5
Mr. Dunderbak's Biergarten and Marketplatz,Tampa Bay,"European, German",40,No,4.9,1413,122.50000000000001
Red Mesa Restaurant,Tampa Bay,"Breakfast, Mexican",40,No,4.5,1203,112.5
Datz,Tampa Bay,"Desserts, Bar Food",40,No,4.7,3074,117.50000000000001
Ella's Americana Folk Art Cafe,Tampa Bay,"International, Italian, Southern",40,No,4.8,1715,120.0
Taco Bus,Tampa Bay,"Mexican, Vegetarian",10,No,4.5,1868,450.0
The Refinery,Tampa Bay,"Seafood, Steak",40,No,4.0,875,100.0
Columbia Restaurant,Tampa Bay,"Cuban, Spanish",40,No,4.4,1746,110.00000000000001
1918 Bistro & Grill,Tanunda,"Modern Australian, Australian",30,No,4.4,339,146.66666666666666
Pig and Whistle,Trentham East,Australian,20,No,4.1,87,205.0
Buffalo Wild Wings,Valdosta,Bar Food,25,No,3.4,98,136.0
El Toreo Mexican Restaurant,Valdosta,Mexican,25,No,3.1,83,124.0
306 North Restaurant,Valdosta,"Seafood, Southern",40,No,3.9,231,97.5
Austins Cattle Co,Valdosta,"Burger, Seafood, Steak",40,No,3.7,216,92.5
Beijing Cafe,Valdosta,"Asian, Chinese, Thai",35,No,3.8,185,108.57142857142857
Bleu Cafe,Valdosta,"Pizza, Sandwich",25,No,3.7,185,148.00000000000003
Bleu Pub,Valdosta,"Burger, Bar Food, Vegetarian",10,No,3.8,281,380.0
Bubba Jax Crab Shack,Valdosta,"Fast Food, Seafood",40,No,3.7,137,92.5
Cheddar's Scratch Kitchen,Valdosta,American,25,No,3.7,209,148.00000000000003
El Cazador,Valdosta,Mexican,10,No,3.7,168,370.0
Friends Grille and Bar,Valdosta,"American, Southern",25,No,3.9,243,156.0
Giulios Greek & Italian Restaurant,Valdosta,"Greek, Italian",40,No,3.8,221,95.0
La Jalisco Supermercato,Valdosta,Mexican,10,No,3.5,46,350.0
Masato Japanese,Valdosta,"Japanese, Sushi",25,No,3.9,262,156.0
Mom & Dad's Italian Restaurant,Valdosta,Italian,25,No,3.7,183,148.00000000000003
Mori's Japanese Steakhouse & Sushi Bar,Valdosta,"Japanese, Steak, Sushi",70,No,3.5,208,50.0
Passage 2 India,Valdosta,"Indian, Middle Eastern",25,No,3.8,245,152.0
Rodeo Mexican Restaurant,Valdosta,Mexican,25,No,3.8,199,152.0
Steel Magnolias,Valdosta,Southern,40,No,3.8,225,95.0
Smok'n Pig B-B-Q,Valdosta,BBQ,25,No,4.1,575,163.99999999999997
Blue House Cafe,Vernonia,"Coffee and Tea, Mediterranean",10,No,4.3,88,430.0
Anchorage Cafe Restaurant Wine Bar,Victor Harbor,"Coffee and Tea, Tapas, Australian",20,No,3.6,96,180.0
Lake House Restaurant,Vineland Station,"Italian, Mediterranean, Pizza",70,No,4.3,204,61.42857142857142
Masala Grill & Coffee House,Waterloo,"Indian, Middle Eastern",10,No,3.2,18,320.0
Brown Bottle The Cedar Falls,Waterloo,"Italian, Pizza, Vegetarian",25,No,3.7,134,148.00000000000003
Four Queens Dairy Cream,Waterloo,Desserts,10,No,3.9,190,390.0
Hong Kong Chinese Restaurant,Waterloo,Chinese,10,No,3.8,136,380.0
HuHot Mongolian Grill,Waterloo,"Asian, Chinese",25,No,3.7,113,148.00000000000003
J's Homestyle Cooking,Waterloo,"American, Breakfast",10,No,3.6,69,360.0
Montage,Waterloo,"American, Italian, Seafood",40,No,3.6,89,90.0
Mulligan's Brick Oven Grill,Waterloo,"Burger, Pizza, Sandwich",25,No,3.6,80,144.00000000000003
Sakura,Waterloo,"Japanese, Sushi",40,No,3.8,175,95.0
Scratch,Waterloo,"Coffee and Tea, Desserts, Beverages",10,No,3.7,136,370.0
SOHO Sushi Bar & Deli,Waterloo,"Sandwich, Sushi, Tapas",25,No,3.6,114,144.00000000000003
Texas Roadhouse,Waterloo,"American, BBQ, Steak",25,No,3.6,93,144.00000000000003
Tony's La Pizzeria,Waterloo,"Pizza, Sandwich",25,No,3.6,89,144.00000000000003
Chapala,Waterloo,Mexican,25,No,3.6,69,144.00000000000003
Galleria de Paco,Waterloo,American,40,No,3.6,86,90.0
Golden China,Waterloo,Chinese,10,No,3.7,73,370.0
Rudy's Tacos,Waterloo,Mexican,25,No,3.6,104,144.00000000000003
The Screaming Eagle,Waterloo,"American, Bar Food",10,No,3.7,101,370.0
The Thai Bowl,Waterloo,Thai,10,No,3.5,58,350.0
Tokyo Japanese Steak House,Waterloo,"Japanese, Steak, Sushi",25,No,3.9,156,156.0
Theo Yianni's Authentic Greek Restaurant,Weirton,"Burger, Greek, Sandwich",25,No,3.9,156,156.0
Fishpatrick's Crabby Cafe,Winchester Bay,"Burger, Seafood, Steak",25,No,3.2,16,128.0
Arigato Sushi,Yorkton,Asian,25,No,3.3,26,132.0
Denny's,Abu Dhabi,American,190,No,4.6,207,24.21052631578947
Famous Dave's Barbecue,Abu Dhabi,American,260,Yes,4.6,376,17.69230769230769
Pizza Di Rocco,Abu Dhabi,"Italian, Pizza",150,Yes,4.4,471,29.333333333333336
Sofra Istanbul,Abu Dhabi,"Turkish, Arabian, Middle Eastern",70,No,4.3,224,61.42857142857142
Salt,Abu Dhabi,"Fast Food, Burger",100,No,4.2,228,42.0
Genghis Grill,Abu Dhabi,Asian,180,No,4.6,81,25.555555555555554
Olive Garden,Abu Dhabi,"Italian, Pizza",230,No,4.1,422,17.82608695652174
Cho Gao - Crowne Plaza Abu Dhabi,Abu Dhabi,"Thai, Japanese, Chinese, Indonesian, Vietnamese",350,Yes,4.4,246,12.571428571428571
Gazebo,Abu Dhabi,"Indian, North Indian, Mughlai, Biryani",120,Yes,4.0,355,33.333333333333336
Sangeetha Vegetarian Restaurant,Abu Dhabi,"Indian, South Indian",60,Yes,3.6,268,60.00000000000001
Hot Palayok,Abu Dhabi,"Filipino, Japanese, Asian",100,Yes,4.5,162,45.0
Applebee's,Abu Dhabi,"American, Mexican, Seafood",250,Yes,4.0,205,16.0
Tikka Tonight,Abu Dhabi,"Pakistani, Afghani, Indian, Hyderabadi",50,Yes,4.0,277,80.0
Bait El Khetyar,Abu Dhabi,"Lebanese, Arabian, Middle Eastern",70,Yes,4.0,380,57.14285714285714
Indian By Nature,Abu Dhabi,Indian,80,Yes,4.3,180,53.75
Via Delhi,Abu Dhabi,"Indian, North Indian, Chinese",100,Yes,4.0,525,40.0
Punjab Grill,Abu Dhabi,"Indian, North Indian",330,No,4.9,216,14.848484848484851
Tamba,Abu Dhabi,Indian,500,No,4.7,201,9.4
P.F. Chang's,Abu Dhabi,Chinese,250,No,4.2,435,16.8
The Cheesecake Factory,Abu Dhabi,"American, Desserts",200,No,4.6,586,23.0
The Farm,Dubai,"Mediterranean, Italian, Thai, European",280,No,3.9,927,13.928571428571429
Maharaja Bhog,Dubai,"Indian, Rajasthani",90,Yes,4.1,1448,45.55555555555555
Rasoi Ghar,Dubai,Indian,90,Yes,4.3,1281,47.77777777777777
Barbeque Nation,Dubai,"Indian, North Indian",150,No,4.5,307,30.0
Farzi Cafe,Dubai,"International, Indian",200,No,4.5,909,22.5
AB's Absolute Barbecues,Dubai,"Continental, Indian",160,No,4.9,641,30.625000000000004
Carnival By Tresind,Dubai,Indian,500,No,4.9,322,9.8
AB's Absolute Barbecues,Dubai,"Indian, Continental",160,No,4.8,2510,30.0
Hard Rock Cafe,Dubai,"American, Burger",300,No,4.5,1388,15.0
The Coffee Club,Dubai,Cafe,140,Yes,4.5,403,32.14285714285714
SALT,Dubai,"Fast Food, Burger",100,No,4.3,1351,43.0
Din Tai Fung,Dubai,"Asian, Chinese",160,No,4.3,661,26.875
SpiceKlub,Dubai,"Indian, North Indian, Street Food",150,No,4.4,281,29.333333333333336
Tresind - Nassima Royal Hotel,Dubai,Indian,500,No,4.9,1352,9.8
Grand Barbeque Buffet Restaurant,Dubai,"Indian, Asian",150,Yes,4.4,552,29.333333333333336
Red Lobster,Dubai,"Seafood, American",285,No,3.2,506,11.228070175438598
The Cheesecake Factory,Dubai,"American, Desserts",270,No,4.7,2424,17.40740740740741
Parker's,Dubai,"Cafe, Burger",170,No,4.3,386,25.294117647058822
Applebee's,Dubai,"American, Mexican, Burger",250,Yes,3.7,500,14.8
Grub Shack,Dubai,"Goan, Chinese, Indian, North Indian",130,Yes,4.3,544,33.07692307692307
Kamat,Sharjah,"Indian, North Indian, South Indian, Chinese",85,Yes,3.9,285,45.88235294117647
Vadakkan Pepper,Sharjah,South Indian,70,Yes,3.8,210,54.285714285714285
Gazebo,Sharjah,"Indian, Mughlai, South Indian, Biryani",120,Yes,4.1,372,34.166666666666664
Katis Restaurant,Sharjah,"Indian, North Indian, Chinese",65,No,4.3,316,66.15384615384615
Zaroob,Sharjah,Lebanese,110,Yes,3.9,69,35.45454545454545
Derby,Sharjah,"Fast Food, American",40,No,4.1,33,102.5
Nayaab Haandi,Sharjah,"Pakistani, Indian",100,Yes,4.1,449,40.99999999999999
Najmat Lahore Restaurant,Sharjah,"Pakistani, Indian, Mughlai",80,Yes,4.2,504,52.50000000000001
Saffron,Sharjah,"Pakistani, Chinese, Indian, Afghani",90,Yes,4.1,192,45.55555555555555
Pizza Hut,Sharjah,"Fast Food, Pizza",80,No,2.4,154,30.0
Al Mukhtar Bakery,Sharjah,"Bakery, Arabian, Middle Eastern",50,No,4.2,142,84.0
Aroos Damascus,Sharjah,"Arabian, Middle Eastern",60,No,4.2,444,70.0
Nando's,Sharjah,"African, Portuguese",160,Yes,4.2,265,26.250000000000004
Peking Chinese Restaurant,Sharjah,"Chinese, Thai",130,Yes,3.8,227,29.23076923076923
TGI Friday's,Sharjah,"American, Mexican",250,Yes,3.9,357,15.6
Rajasthan Al Malaki,Sharjah,"Indian, North Indian",60,No,4.8,459,80.0
Applebee's,Sharjah,"American, Mexican, Burger",250,Yes,4.1,197,16.4
Paper Fig,Sharjah,"Cafe, Bakery, Desserts",150,No,4.5,143,30.0
Sis Burger,Sharjah,"Fast Food, Burger",50,No,3.8,12,76.0
Crafted Blends,Sharjah,Cafe,110,No,4.2,43,38.18181818181819
